text,label,text_length,word_count,cleaned_text,processed_text,word_count_processed,processed_length
i feel so pretty in them it doesnt matter how un glamorous the task is,joy,70,15,i feel so pretty in them it doesnt matter how un glamorous the task is,feel so pretty doesnt matter un glamorous task,8,46
i could feel the sincere enthusiasm of all the people who got involved in this project,joy,86,16,i could feel the sincere enthusiasm of all the people who got involved in this project,could feel sincere enthusiasm people got involved project,8,57
i feel remorseful for the crimes that were committed intentionally or unintentionally and whether or not i had known about it or not known about it,sadness,147,26,i feel remorseful for the crimes that were committed intentionally or unintentionally and whether or not i had known about it or not known about it,feel remorseful crime committed intentionally unintentionally whether not known not known,11,89
i can t quite figure out how i feel i m not devastated like i was with lucy and i m not sure if that s because it s easier to do after the first time or what,sadness,157,38,i can t quite figure out how i feel i m not devastated like i was with lucy and i m not sure if that s because it s easier to do after the first time or what,quite figure feel not devastated like lucy not sure easier first time,12,69
i am feeling depressed cursing my luck,sadness,38,7,i am feeling depressed cursing my luck,feeling depressed cursing luck,4,30
i feel truly heartbroken that hyun joongs fans can be so hateful,sadness,64,12,i feel truly heartbroken that hyun joongs fans can be so hateful,feel truly heartbroken hyun joongs fan so hateful,8,49
i feel guilty i wont be able to give this little one the same amount of time with just me,sadness,89,20,i feel guilty i wont be able to give this little one the same amount of time with just me,feel guilty wont able give little one amount time just,10,54
i know for a fact that he treated everyone this way his love seemed boundless but he also made me feel important,joy,112,22,i know for a fact that he treated everyone this way his love seemed boundless but he also made me feel important,know fact treated everyone way love seemed boundless also made feel important,12,77
im feeling a little anxious about the whole thing,fear,49,9,im feeling a little anxious about the whole thing,im feeling little anxious whole thing,6,37
i am sure its meant as a celebration of the various shades of red out there i feel insulted,anger,91,19,i am sure its meant as a celebration of the various shades of red out there i feel insulted,sure meant celebration various shade red feel insulted,8,54
i was however totally petrified of feeling it scared to death of giving in and releasing it and afraid i wouldnt be able to cap it again,fear,136,27,i was however totally petrified of feeling it scared to death of giving in and releasing it and afraid i wouldnt be able to cap it again,however totally petrified feeling scared death giving releasing afraid wouldnt able cap,12,87
i know i feel vulnerable,fear,24,5,i know i feel vulnerable,know feel vulnerable,3,20
i have been feeling so melancholy and alone,sadness,43,8,i have been feeling so melancholy and alone,feeling so melancholy alone,4,27
im feeling exponentially more useless on the farm as each day passes,sadness,68,12,im feeling exponentially more useless on the farm as each day passes,im feeling exponentially useless farm day pass,7,46
